ID,Kpi,Grade,wbs,contractor
6260,lifting ,75,Manufacturing and assembly of metal structures to support various industrial and manufacturing systems,GCI
6259,formwork placement,68,"A pumping station is a specialized building designed to house and protect pumping equipment. These structures are used for water supply and wastewater management. They provide a safe, weatherproof environment for pumps and related equipment.",Velazquez
6258,scissor lift,67,"A pumping station is a specialized building designed to house and protect pumping equipment. These structures are used for water supply and wastewater management. They provide a safe, weatherproof environment for pumps and related equipment.",Gumex
6257,safety excavation,61,"Construction of a drainage system, also known as a sanitation network or sewer system. This infrastructure is designed to collect and dispose of stormwater and wastewater, preventing stagnation and flooding, and ensuring sanitation.",Idinsa
6256,thermofusion fusion,70,"Fire extinguisher network: A set of components designed to provide water for firefighting. This network includes water sources, pumping equipment, and the piping network that distributes water to hydrants and other extinguishing devices.",Sevilla fusion
6255,plastic pipe welder machine,71,"Fire extinguisher network: A set of components designed to provide water for firefighting. This network includes water sources, pumping equipment, and the piping network that distributes water to hydrants and other extinguishing devices.",Sevilla fusion
6254,thermofusion fusion,69,"Fire extinguisher network: A set of components designed to provide water for firefighting. This network includes water sources, pumping equipment, and the piping network that distributes water to hydrants and other extinguishing devices.",Sevilla fusion
6253,titan crane,70,"a building that houses pumps and related equipment used to move fluids, such as water, sewage, or other liquids, from one place to another",JM Y CM construcciones
6252,scissor lift,67,"a building that houses pumps and related equipment used to move fluids, such as water, sewage, or other liquids, from one place to another",JM Y CM construcciones
6251,safety on site,68,"structure designed and used for business purposes, such as administration, clerical work, and client consultations. Can range in size and may house multiple businesses. Typically multi-story, with elevators, air conditioning, parking, and security",Hercules
6250,concrete pouring,70,"Building  designed primarily for administrative activities, including office space, training rooms, and conference rooms. These buildings are not typically subject to specialized safety regulations beyond standard codes",EIMEX
6249,safety on site,62,Storage systems for different types of gases in high-pressure containers,JM Y CM construcciones
6248,concrete pouring,69,Storage systems for different types of gases in high-pressure containers,JM Y CM construcciones
6247,pipe,68,Storage systems for different types of gases in high-pressure containers,JM Y CM construcciones
6246,backhoe loader ,66,"Construction of a drainage system, also known as a sanitation network or sewer system. This infrastructure is designed to collect and dispose of stormwater and wastewater, preventing stagnation and flooding, and ensuring sanitation.",Idinsa
6245,safety on site,63,"facility for industrial production, assembly, or processing activities. It typically houses machinery, equipment, and systems used to manufacture or process materials into finished goods or intermediate products",JM Y CM construcciones
6244,bricks,67,"facility for industrial production, assembly, or processing activities. It typically houses machinery, equipment, and systems used to manufacture or process materials into finished goods or intermediate products",JM Y CM construcciones
6243,backhoe loader ,72,"facility for industrial production, assembly, or processing activities. It typically houses machinery, equipment, and systems used to manufacture or process materials into finished goods or intermediate products",JM Y CM construcciones
6242,electrical panel,50,"Building  designed primarily for administrative activities, including office space, training rooms, and conference rooms. These buildings are not typically subject to specialized safety regulations beyond standard codes",Idinsa
6241,safety on site,69,"Building  designed primarily for administrative activities, including office space, training rooms, and conference rooms. These buildings are not typically subject to specialized safety regulations beyond standard codes",Idinsa
6240,safety on site,67,"A pumping station is a specialized building designed to house and protect pumping equipment. These structures are used for water supply and wastewater management. They provide a safe, weatherproof environment for pumps and related equipment.",JM Y CM construcciones
6239,backhoe loader ,60,"A pumping station is a specialized building designed to house and protect pumping equipment. These structures are used for water supply and wastewater management. They provide a safe, weatherproof environment for pumps and related equipment.",JM Y CM construcciones
6238,scissor lift,67,"A pumping station is a specialized building designed to house and protect pumping equipment. These structures are used for water supply and wastewater management. They provide a safe, weatherproof environment for pumps and related equipment.",Gumex
6237,safety on site,68,"Construction of a drainage system, also known as a sanitation network or sewer system. This infrastructure is designed to collect and dispose of stormwater and wastewater, preventing stagnation and flooding, and ensuring sanitation.",Idinsa
6236,general screwed connection,71,"Security wall composed of stone, brick, concrete, concrete blocks, masonry or similar materials, together with footings, pilasters, outriggers, grillwork, gates and other appurtenances, constructed around the perimeter of a subdivision ",Idinsa
6235,scissor lift,69,Manufacturing and assembly of metal structures to support various industrial and manufacturing systems,GCI
6234,structural steel,73,Manufacturing and assembly of metal structures to support various industrial and manufacturing systems,GCI
6233,welding machine,67,Manufacturing and assembly of metal structures to support various industrial and manufacturing systems,GCI
6232,safety on site,70,Manufacturing and assembly of metal structures to support various industrial and manufacturing systems,GCI
6231,safety on site,56,"Water supply and return system. Water is extracted from a source and used in the building. The water is then treated, and the system returns the water to the source. It includes pipes, pumps, and a water treatment plant.",LIBRA
6230,pipe,72,"Piping interconnection is the process of connecting different pipes and services to create an integrated system. This process allows the flow of liquids, gases, or solids between different sections of the building.",HIDROTIC
6229,scissor lift,71,"Construction of structural elements to support the rails and keep the railway track in place. These include cleats, which will be used to secure the rails to the sleepers.",Sisttemex
6228,crane,73,"Piping interconnection is the process of connecting different pipes and services to create an integrated system. This process allows the flow of liquids, gases, or solids between different sections of the building.",HIDROTIC
6227,lifting ,80,"Piping interconnection is the process of connecting different pipes and services to create an integrated system. This process allows the flow of liquids, gases, or solids between different sections of the building.",HIDROTIC
6226,anchors and screw elements,55," building structures, primarily using steel or other metal materials for the main framework and support system. These structures are known for their strength, durability, and versatility, making them suitable for a wide range of applications",Sisttemex
6225,lifting ,75,"Construction of structural elements to support the rails and keep the railway track in place. These include cleats, which will be used to secure the rails to the sleepers.",Sisttemex
6224,pipe,73,"Interconnecting pipes in a refinery. To create a network  that transport various fluids (liquids, gases, and solids) between different processing units and equipment. This system, also known as process piping, is essential for moving materials through the plant, ensuring proper operation and production",JABC
6223,welding machine,66,"Interconnecting pipes in a refinery. To create a network  that transport various fluids (liquids, gases, and solids) between different processing units and equipment. This system, also known as process piping, is essential for moving materials through the plant, ensuring proper operation and production",JABC
6222,structural steel,60," building structures, primarily using steel or other metal materials for the main framework and support system. These structures are known for their strength, durability, and versatility, making them suitable for a wide range of applications",Sisttemex
6221,lifting ,74," building structures, primarily using steel or other metal materials for the main framework and support system. These structures are known for their strength, durability, and versatility, making them suitable for a wide range of applications",Sisttemex
6220,welding on steel pipe,67,"Interconnecting pipes in a refinery. To create a network  that transport various fluids (liquids, gases, and solids) between different processing units and equipment. This system, also known as process piping, is essential for moving materials through the plant, ensuring proper operation and production",JABC
6219,scissor lift,69," building structures, primarily using steel or other metal materials for the main framework and support system. These structures are known for their strength, durability, and versatility, making them suitable for a wide range of applications",Matesa
6218,crane,73,"a structure supported by a metal framework, typically steel. These buildings can range from small sheds to large industrial facilities. Metal buildings are known for durability, strength, and versatility. offers cost-effective solutions ",Matesa
6217,welding on steel pipe,69,"Piping interconnection is the process of connecting different pipes and services to create an integrated system. This process allows the flow of liquids, gases, or solids between different sections of the building.",GG
6216,titan crane,72,"a structure supported by a metal framework, typically steel. These buildings can range from small sheds to large industrial facilities. Metal buildings are known for durability, strength, and versatility. offers cost-effective solutions ",GCI
6215,scissor lift,72,"a structure supported by a metal framework, typically steel. These buildings can range from small sheds to large industrial facilities. Metal buildings are known for durability, strength, and versatility. offers cost-effective solutions ",GCI
6214,structural steel,84,"a structure supported by a metal framework, typically steel. These buildings can range from small sheds to large industrial facilities. Metal buildings are known for durability, strength, and versatility. offers cost-effective solutions ",AJAX
6213,electrical panel,62,"Interconnecting pipes in a refinery. To create a network  that transport various fluids (liquids, gases, and solids) between different processing units and equipment. This system, also known as process piping, is essential for moving materials through the plant, ensuring proper operation and production",Aw AZTECA
6212,welding on steel pipe,70,"Interconnecting pipes in a refinery. To create a network  that transport various fluids (liquids, gases, and solids) between different processing units and equipment. This system, also known as process piping, is essential for moving materials through the plant, ensuring proper operation and production",Aw AZTECA
6211,pipe,72,"Interconnecting pipes in a refinery. To create a network  that transport various fluids (liquids, gases, and solids) between different processing units and equipment. This system, also known as process piping, is essential for moving materials through the plant, ensuring proper operation and production",Aw AZTECA
6210,scissor lift,71,"Construction of structural elements to support the rails and keep the railway track in place. These include cleats, which will be used to secure the rails to the sleepers.",AJAX
6209,crane,70,"Interconnecting pipes in a refinery. To create a network  that transport various fluids (liquids, gases, and solids) between different processing units and equipment. This system, also known as process piping, is essential for moving materials through the plant, ensuring proper operation and production",HIDROTIC
6208,scissor lift,71,"Piping interconnection is the process of connecting different pipes and services to create an integrated system. This process allows the flow of liquids, gases, or solids between different sections of the building.",HIDROTIC
6207,scaffold,70,"Piping interconnection is the process of connecting different pipes and services to create an integrated system. This process allows the flow of liquids, gases, or solids between different sections of the building.",STIN.
6206,scissor lift,72,"a structure supported by a metal framework, typically steel. These buildings can range from small sheds to large industrial facilities. Metal buildings are known for durability, strength, and versatility. offers cost-effective solutions ",AJAX
6205,safety on site,60,"Building  designed primarily for administrative activities, including office space, training rooms, and conference rooms. These buildings are not typically subject to specialized safety regulations beyond standard codes",EIMEX
6204,block installation,70,"Building  designed primarily for administrative activities, including office space, training rooms, and conference rooms. These buildings are not typically subject to specialized safety regulations beyond standard codes",EIMEX
6203,wood,68,"dedicated structure, or a section of a building, housing equipment for managing and controlling telecommunications infrastructure. It's essentially the central hub for a telecommunications network, ensuring smooth and reliable communication services",Intechsa
6202,backhoe loader ,70,"dedicated structure, or a section of a building, housing equipment for managing and controlling telecommunications infrastructure. It's essentially the central hub for a telecommunications network, ensuring smooth and reliable communication services",Intechsa
6201,safety on site,65,"Construction of a drainage system, also known as a sanitation network or sewer system. This infrastructure is designed to collect and dispose of stormwater and wastewater, preventing stagnation and flooding, and ensuring sanitation.",Idinsa
6200,concrete slump test,73,"Building  designed primarily for administrative activities, including office space, training rooms, and conference rooms. These buildings are not typically subject to specialized safety regulations beyond standard codes",EIMEX
6199,safety on site,65,"manufacturing plant or industrial facility, is where raw materials are transformed into finished goods through production processes. It involves the use of machinery, specialized equipment, trained personnel to assemble, process, or manufacture items",Metalica
6198,excavator,71,"Construction of a drainage system, also known as a sanitation network or sewer system. This infrastructure is designed to collect and dispose of stormwater and wastewater, preventing stagnation and flooding, and ensuring sanitation.",Idinsa
6197,lifting ,80,"Piping interconnection is the process of connecting different pipes and services to create an integrated system. This process allows the flow of liquids, gases, or solids between different sections of the building.",GG
6196,safety on site,59,"Cooling towers, which involves base preparation, structural installation, mechanical components, and the water distribution system.",FOSMON
6195,water truck,76,"Cooling towers, which involves base preparation, structural installation, mechanical components, and the water distribution system.",FOSMON
6194,formwork placement,64,"Cooling towers, which involves base preparation, structural installation, mechanical components, and the water distribution system.",FOSMON
6193,pipe,68,"Cooling towers, which involves base preparation, structural installation, mechanical components, and the water distribution system.",FOSMON
6192,lifting ,69,"Cooling towers, which involves base preparation, structural installation, mechanical components, and the water distribution system.",FOSMON
6191,welding machine,66,"Cooling towers, which involves base preparation, structural installation, mechanical components, and the water distribution system.",FOSMON
6190,manual cutting with machine,68,"Cooling towers, which involves base preparation, structural installation, mechanical components, and the water distribution system.",FOSMON
6189,safety on site,65,"structure designed and used for business purposes, such as administration, clerical work, and client consultations. Can range in size and may house multiple businesses. Typically multi-story, with elevators, air conditioning, parking, and security",Hercules
6188,welding on steel pipe,69,"Building water storage tanks involves choosing the right type, determining the capacity, and preparing the tank's foundation. Then, construction or installation takes place. Factors such as waterproofing and ventilation",PICSA
6187,concrete structural element,45,"A telecommunications system with a technological infrastructure that enables the transmission and reception of information remotely, using various media such as electrical, optical, or electromagnetic signals",JM Y CM construcciones
6186,titan crane,71,"Construction of a drainage system, also known as a sanitation network or sewer system. This infrastructure is designed to collect and dispose of stormwater and wastewater, preventing stagnation and flooding, and ensuring sanitation.",Idinsa
6185,lifting ,80,"Construction of a drainage system, also known as a sanitation network or sewer system. This infrastructure is designed to collect and dispose of stormwater and wastewater, preventing stagnation and flooding, and ensuring sanitation.",Idinsa
6184,excavator,67,"Construction of a drainage system, also known as a sanitation network or sewer system. This infrastructure is designed to collect and dispose of stormwater and wastewater, preventing stagnation and flooding, and ensuring sanitation.",Idinsa
6183,crane,70,"A pumping station is a specialized building designed to house and protect pumping equipment. These structures are used for water supply and wastewater management. They provide a safe, weatherproof environment for pumps and related equipment.",Gumex
6182,safety on site,70,"A pumping station is a specialized building designed to house and protect pumping equipment. These structures are used for water supply and wastewater management. They provide a safe, weatherproof environment for pumps and related equipment.",Gumex
6181,safety on site,70,"manufacturing plant or industrial facility, is where raw materials are transformed into finished goods through production processes. It involves the use of machinery, specialized equipment, trained personnel to assemble, process, or manufacture items",Jaguar
6180,safety on site,68,"structure designed and used for business purposes, such as administration, clerical work, and client consultations. Can range in size and may house multiple businesses. Typically multi-story, with elevators, air conditioning, parking, and security",Idinsa
6179,scaffold,68,"central station monitoring service or a central station fire alarm system. These systems provide continuous monitoring of fire alarm systems, ensuring immediate notification to emergency responders in the event of a fire or other emergency",Idinsa
6178,safety on site,63,"central station monitoring service or a central station fire alarm system. These systems provide continuous monitoring of fire alarm systems, ensuring immediate notification to emergency responders in the event of a fire or other emergency",Idinsa
6177,plastic pipe welder machine,71,"Fire extinguisher network: A set of components designed to provide water for firefighting. This network includes water sources, pumping equipment, and the piping network that distributes water to hydrants and other extinguishing devices.",Sevilla fusion
6176,formwork placement,63,"a building that houses pumps and related equipment used to move fluids, such as water, sewage, or other liquids, from one place to another",JM Y CM construcciones
6175,titan crane,72,"a building that houses pumps and related equipment used to move fluids, such as water, sewage, or other liquids, from one place to another",JM Y CM construcciones
6174,scissor lift,66,"a building that houses pumps and related equipment used to move fluids, such as water, sewage, or other liquids, from one place to another",JM Y CM construcciones
6173,safety on site,69,"structure designed and used for business purposes, such as administration, clerical work, and client consultations. Can range in size and may house multiple businesses. Typically multi-story, with elevators, air conditioning, parking, and security",Hercules
6172,rammer compactor,73,"structure designed and used for business purposes, such as administration, clerical work, and client consultations. Can range in size and may house multiple businesses. Typically multi-story, with elevators, air conditioning, parking, and security",Hercules
6171,safety on site,62,Storage systems for different types of gases in high-pressure containers,JM Y CM construcciones
6170,safety on site,68,"A buried system refers to any system, object, or structure that is positioned beneath the surface of the ground. This can include various elements like pipes, cables, storage tanks, and even entire structures",PERICO
6169,welding on steel pipe,67,"A system for collecting and draining liquids containing or contaminated with hydrocarbons, such as oil. Its main function is to prevent contamination of other drainage systems and ensure the proper disposal of oily waste.",SISTEMIdinsa
6168,safety on site,63,"Construction of a drainage system, also known as a sanitation network or sewer system. This infrastructure is designed to collect and dispose of stormwater and wastewater, preventing stagnation and flooding, and ensuring sanitation.",SISTEMIdinsa
6167,safety excavation,68,"Construction of a drainage system, also known as a sanitation network or sewer system. This infrastructure is designed to collect and dispose of stormwater and wastewater, preventing stagnation and flooding, and ensuring sanitation.",SISTEMIdinsa
6166,safety on site,65,"Construction of a drainage system, also known as a sanitation network or sewer system. This infrastructure is designed to collect and dispose of stormwater and wastewater, preventing stagnation and flooding, and ensuring sanitation.",SISTEMIdinsa
6165,excavator,70,"Construction of a drainage system, also known as a sanitation network or sewer system. This infrastructure is designed to collect and dispose of stormwater and wastewater, preventing stagnation and flooding, and ensuring sanitation.",SISTEMIdinsa
6164,backhoe loader ,71,"Construction of a drainage system, also known as a sanitation network or sewer system. This infrastructure is designed to collect and dispose of stormwater and wastewater, preventing stagnation and flooding, and ensuring sanitation.",SISTEMIdinsa
6163,pipe,81,"Interconnecting pipes in a refinery. To create a network  that transport various fluids (liquids, gases, and solids) between different processing units and equipment. This system, also known as process piping, is essential for moving materials through the plant, ensuring proper operation and production",GG
6162,lifting ,74,"Piping interconnection is the process of connecting different pipes and services to create an integrated system. This process allows the flow of liquids, gases, or solids between different sections of the building.",GG
6161,lifting ,71," building structures, primarily using steel or other metal materials for the main framework and support system. These structures are known for their strength, durability, and versatility, making them suitable for a wide range of applications",BAYSA
6160,welding machine,66,"Water supply and return system. Water is extracted from a source and used in the building. The water is then treated, and the system returns the water to the source. It includes pipes, pumps, and a water treatment plant.",LIBRA
6159,oxycut process,68,"Water supply and return system. Water is extracted from a source and used in the building. The water is then treated, and the system returns the water to the source. It includes pipes, pumps, and a water treatment plant.",LIBRA
6158,scissor lift,72," building structures, primarily using steel or other metal materials for the main framework and support system. These structures are known for their strength, durability, and versatility, making them suitable for a wide range of applications",GCI
6157,oxycut process,70,"Cooling towers, which involves base preparation, structural installation, mechanical components, and the water distribution system.",FOSMON
6156,welding on steel pipe,66,"Cooling towers, which involves base preparation, structural installation, mechanical components, and the water distribution system.",FOSMON
6155,wheel loader,68,"Cooling towers, which involves base preparation, structural installation, mechanical components, and the water distribution system.",FOSMON
6154,concrete pouring,69,"Cooling towers, which involves base preparation, structural installation, mechanical components, and the water distribution system.",FOSMON
6153,electrical panel,55,"Cooling towers, which involves base preparation, structural installation, mechanical components, and the water distribution system.",FOSMON
6152,pipe,67,"Cooling towers, which involves base preparation, structural installation, mechanical components, and the water distribution system.",FOSMON
6151,manual cutting with machine,68,"Cooling towers, which involves base preparation, structural installation, mechanical components, and the water distribution system.",FOSMON
6150,rebar,58,"Cooling towers, which involves base preparation, structural installation, mechanical components, and the water distribution system.",FOSMON
6149,plastic pipe welder machine,65,"Fire extinguisher network: A set of components designed to provide water for firefighting. This network includes water sources, pumping equipment, and the piping network that distributes water to hydrants and other extinguishing devices.",PICSA
6148,manual cutting with machine,68,"Water supply and return system. Water is extracted from a source and used in the building. The water is then treated, and the system returns the water to the source. It includes pipes, pumps, and a water treatment plant.",LIBRA
6147,scissor lift,72," building structures, primarily using steel or other metal materials for the main framework and support system. These structures are known for their strength, durability, and versatility, making them suitable for a wide range of applications",Sisttemex
6146,scissor lift,71,"Piping interconnection is the process of connecting different pipes and services to create an integrated system. This process allows the flow of liquids, gases, or solids between different sections of the building.",JABC
6145,crane,68,"Piping interconnection is the process of connecting different pipes and services to create an integrated system. This process allows the flow of liquids, gases, or solids between different sections of the building.",JABC
6144,scissor lift,72," building structures, primarily using steel or other metal materials for the main framework and support system. These structures are known for their strength, durability, and versatility, making them suitable for a wide range of applications",BAYSA
6143,safety excavation,61,"Fire extinguisher network: A set of components designed to provide water for firefighting. This network includes water sources, pumping equipment, and the piping network that distributes water to hydrants and other extinguishing devices.",Proyecta
6142,metal structure assembly,67,"Construction of structural elements to support the rails and keep the railway track in place. These include cleats, which will be used to secure the rails to the sleepers.",Sisttemex
6141,crane,65,"Construction of structural elements to support the rails and keep the railway track in place. These include cleats, which will be used to secure the rails to the sleepers.",Sisttemex
6140,lifting ,67,"Construction of structural elements to support the rails and keep the railway track in place. These include cleats, which will be used to secure the rails to the sleepers.",Sisttemex
6139,scissor lift,65,"Construction of structural elements to support the rails and keep the railway track in place. These include cleats, which will be used to secure the rails to the sleepers.",Sisttemex
6138,welding machine,69,"Construction of structural elements to support the rails and keep the railway track in place. These include cleats, which will be used to secure the rails to the sleepers.",JABC
6137,welding on steel pipe,67,"Construction of structural elements to support the rails and keep the railway track in place. These include cleats, which will be used to secure the rails to the sleepers.",JABC
6136,manual cutting with machine,66,"Construction of structural elements to support the rails and keep the railway track in place. These include cleats, which will be used to secure the rails to the sleepers.",JABC
6135,scissor lift,67,"Construction of structural elements to support the rails and keep the railway track in place. These include cleats, which will be used to secure the rails to the sleepers.",AJAX
6134,excavator,62,"Water supply and return system. Water is extracted from a source and used in the building. The water is then treated, and the system returns the water to the source. It includes pipes, pumps, and a water treatment plant.",LIBRA
6133,safety excavation,64,"Water supply and return system. Water is extracted from a source and used in the building. The water is then treated, and the system returns the water to the source. It includes pipes, pumps, and a water treatment plant.",LIBRA
6132,welding machine,69,"A system for collecting and draining liquids containing or contaminated with hydrocarbons, such as oil. Its main function is to prevent contamination of other drainage systems and ensure the proper disposal of oily waste.",Idinsa
6131,welding on steel pipe,68,"A system for collecting and draining liquids containing or contaminated with hydrocarbons, such as oil. Its main function is to prevent contamination of other drainage systems and ensure the proper disposal of oily waste.",Idinsa
6130,service truck,73,"A system for collecting and draining liquids containing or contaminated with hydrocarbons, such as oil. Its main function is to prevent contamination of other drainage systems and ensure the proper disposal of oily waste.",Idinsa
6129,welding machine,67,"A system for collecting and draining liquids containing or contaminated with hydrocarbons, such as oil. Its main function is to prevent contamination of other drainage systems and ensure the proper disposal of oily waste.",SISTEMIdinsa
6128,welding,68,"A system for collecting and draining liquids containing or contaminated with hydrocarbons, such as oil. Its main function is to prevent contamination of other drainage systems and ensure the proper disposal of oily waste.",SISTEMIdinsa
6127,manual cutting with machine,66,"A system for collecting and draining liquids containing or contaminated with hydrocarbons, such as oil. Its main function is to prevent contamination of other drainage systems and ensure the proper disposal of oily waste.",SISTEMIdinsa
6126,safety on site,63,"Construction of structural elements to support the rails and keep the railway track in place. These include cleats, which will be used to secure the rails to the sleepers.",Sisttemex
6125,crane,65,"Construction of structural elements to support the rails and keep the railway track in place. These include cleats, which will be used to secure the rails to the sleepers.",Sisttemex
6124,scissor lift,66,"Construction of structural elements to support the rails and keep the railway track in place. These include cleats, which will be used to secure the rails to the sleepers.",Sisttemex
6123,metal structure assembly,63,"Construction of structural elements to support the rails and keep the railway track in place. These include cleats, which will be used to secure the rails to the sleepers.",Sisttemex
6122,lifting ,64,"Construction of structural elements to support the rails and keep the railway track in place. These include cleats, which will be used to secure the rails to the sleepers.",Sisttemex
6121,titan crane,66,"Fire extinguisher network: A set of components designed to provide water for firefighting. This network includes water sources, pumping equipment, and the piping network that distributes water to hydrants and other extinguishing devices.",Proyecta
6120,welding on steel pipe,66,"Fire extinguisher network: A set of components designed to provide water for firefighting. This network includes water sources, pumping equipment, and the piping network that distributes water to hydrants and other extinguishing devices.",Proyecta
6119,welding machine,69,"Fire extinguisher network: A set of components designed to provide water for firefighting. This network includes water sources, pumping equipment, and the piping network that distributes water to hydrants and other extinguishing devices.",Proyecta
6118,scissor lift,66,"a structure supported by a metal framework, typically steel. These buildings can range from small sheds to large industrial facilities. Metal buildings are known for durability, strength, and versatility. offers cost-effective solutions ",Aw AZTECA
6117,titan crane,67,"a structure supported by a metal framework, typically steel. These buildings can range from small sheds to large industrial facilities. Metal buildings are known for durability, strength, and versatility. offers cost-effective solutions ",Aw AZTECA
6116,lifting ,65,"Interconnecting pipes in a refinery. To create a network  that transport various fluids (liquids, gases, and solids) between different processing units and equipment. This system, also known as process piping, is essential for moving materials through the plant, ensuring proper operation and production",Aw AZTECA
6115,backhoe loader ,66,"Construction of a drainage system, also known as a sanitation network or sewer system. This infrastructure is designed to collect and dispose of stormwater and wastewater, preventing stagnation and flooding, and ensuring sanitation.",SISTEMIdinsa
6114,safety on site,59,"Construction of a drainage system, also known as a sanitation network or sewer system. This infrastructure is designed to collect and dispose of stormwater and wastewater, preventing stagnation and flooding, and ensuring sanitation.",SISTEMIdinsa
6113,scissor lift,64,"Construction of structural elements to support the rails and keep the railway track in place. These include cleats, which will be used to secure the rails to the sleepers.",FADISA
6112,scissor lift,67,"a structure supported by a metal framework, typically steel. These buildings can range from small sheds to large industrial facilities. Metal buildings are known for durability, strength, and versatility. offers cost-effective solutions ",CFI construction
6111,safety on site,66," building structures, primarily using steel or other metal materials for the main framework and support system. These structures are known for their strength, durability, and versatility, making them suitable for a wide range of applications",JABC
6110,scissor lift,67," building structures, primarily using steel or other metal materials for the main framework and support system. These structures are known for their strength, durability, and versatility, making them suitable for a wide range of applications",JABC
6109,crane,67," building structures, primarily using steel or other metal materials for the main framework and support system. These structures are known for their strength, durability, and versatility, making them suitable for a wide range of applications",JABC
6108,lifting ,63,"Interconnecting pipes in a refinery. To create a network  that transport various fluids (liquids, gases, and solids) between different processing units and equipment. This system, also known as process piping, is essential for moving materials through the plant, ensuring proper operation and production",JABC
6107,welding machine,66," building structures, primarily using steel or other metal materials for the main framework and support system. These structures are known for their strength, durability, and versatility, making them suitable for a wide range of applications",JABC
6106,welding on steel pipe,62," building structures, primarily using steel or other metal materials for the main framework and support system. These structures are known for their strength, durability, and versatility, making them suitable for a wide range of applications",JABC
6105,welding on steel pipe,66," building structures, primarily using steel or other metal materials for the main framework and support system. These structures are known for their strength, durability, and versatility, making them suitable for a wide range of applications",JABC
6104,water dispanser,58,"Building  designed primarily for administrative activities, including office space, training rooms, and conference rooms. These buildings are not typically subject to specialized safety regulations beyond standard codes",EIMEX
6103,backhoe loader ,61,"Building  designed primarily for administrative activities, including office space, training rooms, and conference rooms. These buildings are not typically subject to specialized safety regulations beyond standard codes",EIMEX
6102,infrastructure safety inspection,63,"Building  designed primarily for administrative activities, including office space, training rooms, and conference rooms. These buildings are not typically subject to specialized safety regulations beyond standard codes",EIMEX
6101,safety on site,63,"Building  designed primarily for administrative activities, including office space, training rooms, and conference rooms. These buildings are not typically subject to specialized safety regulations beyond standard codes",EIMEX
6100,safety on site,65,"manufacturing plant or industrial facility, is where raw materials are transformed into finished goods through production processes. It involves the use of machinery, specialized equipment, trained personnel to assemble, process, or manufacture items",Metalica
6099,manual cutting with machine,57,"manufacturing plant or industrial facility, is where raw materials are transformed into finished goods through production processes. It involves the use of machinery, specialized equipment, trained personnel to assemble, process, or manufacture items",Metalica
6098,scaffold,62,"manufacturing plant or industrial facility, is where raw materials are transformed into finished goods through production processes. It involves the use of machinery, specialized equipment, trained personnel to assemble, process, or manufacture items",Metalica
6097,excavator,58,"A system for collecting and draining liquids containing or contaminated with hydrocarbons, such as oil. Its main function is to prevent contamination of other drainage systems and ensure the proper disposal of oily waste.",SISTEMIdinsa
6096,safety excavation,56,"A system for collecting and draining liquids containing or contaminated with hydrocarbons, such as oil. Its main function is to prevent contamination of other drainage systems and ensure the proper disposal of oily waste.",SISTEMIdinsa
6095,safety excavation,66,"Fire extinguisher network: A set of components designed to provide water for firefighting. This network includes water sources, pumping equipment, and the piping network that distributes water to hydrants and other extinguishing devices.",Proyecta
6094,dump truck ,65,"Fire extinguisher network: A set of components designed to provide water for firefighting. This network includes water sources, pumping equipment, and the piping network that distributes water to hydrants and other extinguishing devices.",Proyecta
6093,excavator,65,"Fire extinguisher network: A set of components designed to provide water for firefighting. This network includes water sources, pumping equipment, and the piping network that distributes water to hydrants and other extinguishing devices.",Proyecta
6092,steel assembly,66,"Security wall composed of stone, brick, concrete, concrete blocks, masonry or similar materials, together with footings, pilasters, outriggers, grillwork, gates and other appurtenances, constructed around the perimeter of a subdivision ",Idinsa
6091,safety on site,63,"Security wall composed of stone, brick, concrete, concrete blocks, masonry or similar materials, together with footings, pilasters, outriggers, grillwork, gates and other appurtenances, constructed around the perimeter of a subdivision ",Idinsa
6090,safety on site,68,"facility for industrial production, assembly, or processing activities. It typically houses machinery, equipment, and systems used to manufacture or process materials into finished goods or intermediate products",JM Y CM construcciones
6089,safety excavation,65,"Construction of a drainage system, also known as a sanitation network or sewer system. This infrastructure is designed to collect and dispose of stormwater and wastewater, preventing stagnation and flooding, and ensuring sanitation.",SISTEMIdinsa
6088,backfilling and site improvement,66,"central station monitoring service or a central station fire alarm system. These systems provide continuous monitoring of fire alarm systems, ensuring immediate notification to emergency responders in the event of a fire or other emergency",Idinsa
6087,safety on site,69,"central station monitoring service or a central station fire alarm system. These systems provide continuous monitoring of fire alarm systems, ensuring immediate notification to emergency responders in the event of a fire or other emergency",Idinsa
6086,safety on site,67,"structure designed and used for business purposes, such as administration, clerical work, and client consultations. Can range in size and may house multiple businesses. Typically multi-story, with elevators, air conditioning, parking, and security",Idinsa
6085,pipe de polietileno,70,"Fire extinguisher network: A set of components designed to provide water for firefighting. This network includes water sources, pumping equipment, and the piping network that distributes water to hydrants and other extinguishing devices.",Valtic
6084,pipe,69,"a building that houses pumps and related equipment used to move fluids, such as water, sewage, or other liquids, from one place to another",JM Y CM construcciones
6083,safety on site,68,"structure designed and used for business purposes, such as administration, clerical work, and client consultations. Can range in size and may house multiple businesses. Typically multi-story, with elevators, air conditioning, parking, and security",Hercules
6082,scaffold,62,"structure designed and used for business purposes, such as administration, clerical work, and client consultations. Can range in size and may house multiple businesses. Typically multi-story, with elevators, air conditioning, parking, and security",Hercules
6081,crane,69,"A system for collecting and draining liquids containing or contaminated with hydrocarbons, such as oil. Its main function is to prevent contamination of other drainage systems and ensure the proper disposal of oily waste.",SISTEMIdinsa
